ANO_ESCOLAR,CODIGO_ESCUELA,region,municipio,escuela,escuela_receptora,nivel,consolidada,matricula,matricula_2016-17,cambio_matricula,promedio_espanol,promedio_matematica,promedio_ingles,promedio_ciencias
2017-18,70813,BAYAMON,CATAÑO,Francisco Oller,1.00,superior,0.00,678.00,752.00,-0.10,28.30,0.70,17.20,25.30
2017-18,12245,BAYAMON,MOROVIS,Francisco Rivera Claudio,0.00,intermedia,0.00,289.00,274.00,0.05,38.20,6.90,28.60,32.90
2017-18,76356,BAYAMON,NARANJITO,Francisco Roque Muñoz,0.00,elemental,0.00,154.00,156.00,-0.01,52.60,67.90,19.30,71.40
2017-18,12625,BAYAMON,OROCOVIS,Gato I,0.00,intermedia,1.00,142.00,138.00,0.03,43.00,7.00,38.00,66.00
2017-18,70912,BAYAMON,COROZAL,Genaro Bou,0.00,elemental,0.00,210.00,198.00,0.06,45.20,48.40,29.00,45.80
2017-18,71464,BAYAMON,TOA ALTA,Heraclio Rivera Colon,0.00,elemental,1.00,178.00,171.00,0.04,63.00,62.00,57.00,68.00
2017-18,70664,BAYAMON,BAYAMON,Herminia Rivera Fernandez,0.00,interlocking,0.00,326.00,314.00,0.04,39.90,19.70,28.40,41.80
2017-18,70722,BAYAMON,CATAÑO,Horace Mann,0.00,elemental,1.00,188.00,161.00,0.17,62.00,90.00,95.00,
2017-18,70458,BAYAMON,BAYAMON,Ines Maria Mendoza,0.00,elemental,0.00,368.00,297.00,0.24,43.90,38.20,29.90,51.70
2017-18,77461,BAYAMON,TOA ALTA,Int Bo Quebrada Arenas,0.00,interlocking,0.00,628.00,537.00,0.17,67.30,42.10,48.90,71.60
2017-18,70755,BAYAMON,CATAÑO,Isaac del Rosario,0.00,elemental,0.00,449.00,357.00,0.26,59.00,67.10,57.10,58.10
2017-18,12377,BAYAMON,MOROVIS,Jaime A Collazo del Rio,0.00,superior,0.00,738.00,782.00,-0.06,36.30,3.80,34.40,52.90
2017-18,70508,BAYAMON,BAYAMON,Jesus Sanchez Erazo,0.00,intermedia,0.00,603.00,534.00,0.13,44.10,4.60,38.30,43.20
2017-18,71597,BAYAMON,TOA BAJA,John F Kennedy,0.00,elemental,1.00,157.00,195.00,-0.19,60.00,62.00,27.00,81.00
2017-18,70771,BAYAMON,CATAÑO,Jose A Nieves,0.00,elemental,1.00,154.00,102.00,0.51,94.00,88.00,85.00,96.00
2017-18,70482,BAYAMON,BAYAMON,Jose Campeche,0.00,elemental,0.00,215.00,253.00,-0.15,57.10,59.00,40.00,58.80
2017-18,71399,BAYAMON,TOA ALTA,Jose M del Valle,0.00,elemental,0.00,375.00,348.00,0.08,88.80,91.40,84.30,4.80
2017-18,70680,BAYAMON,BAYAMON,Jose M Torres,0.00,interlocking,0.00,188.00,197.00,-0.05,46.40,12.80,16.80,50.00
2017-18,71548,BAYAMON,TOA BAJA,Jose Nevarez Lopez,0.00,elemental,0.00,174.00,197.00,-0.12,50.00,48.60,37.50,16.70
2017-18,71373,BAYAMON,TOA ALTA,Jose Pablo Morales,0.00,intermedia,0.00,335.00,318.00,0.05,28.50,6.10,28.00,20.90
2017-18,71522,BAYAMON,TOA BAJA,Jose Robles Otero,0.00,elemental,0.00,174.00,189.00,-0.08,72.20,76.40,36.10,48.00
2017-18,14357,BAYAMON,OROCOVIS,Jose Rojas Cortes,0.00,superior,0.00,478.00,520.00,-0.08,57.00,43.90,61.70,80.40
2017-18,18242,BAYAMON,MOROVIS,Josefa del Rio Guerrero,0.00,superior,0.00,505.00,620.00,-0.19,52.00,11.00,47.00,48.50
2017-18,71317,BAYAMON,NARANJITO,Josefina Marrero Febus,0.00,elemental,1.00,119.00,144.00,-0.17,52.00,66.00,23.00,56.00
2017-18,70532,BAYAMON,BAYAMON,Josefita Monserrate de Selles,0.00,elemental,0.00,249.00,176.00,0.41,51.60,61.30,39.80,56.80
2017-18,70177,BAYAMON,BAYAMON,Juan Morell Campos,0.00,elemental,0.00,312.00,217.00,0.44,38.90,49.30,18.10,49.00
2017-18,70060,BAYAMON,BAYAMON,Juan Ramon Jimenez,0.00,intermedia,0.00,391.00,402.00,-0.03,19.40,2.30,17.30,23.90
2017-18,12278,BAYAMON,MOROVIS,Juana G Aviles (Franquez),0.00,elemental,0.00,309.00,308.00,0.00,47.30,54.30,29.50,45.80
2017-18,70292,BAYAMON,BAYAMON,Julio Ressy,0.00,elemental,0.00,296.00,313.00,-0.05,50.70,53.70,30.90,73.20
2017-18,71613,BAYAMON,TOA BAJA,Lorencita Ramirez de Arellano,0.00,elemental,1.00,153.00,190.00,-0.19,55.00,58.00,54.00,74.00
2017-18,70094,BAYAMON,BAYAMON,Ludovico Costoso,0.00,especializada,0.00,91.00,86.00,0.06,70.40,85.20,66.70,70.00
2017-18,71498,BAYAMON,TOA BAJA,Luis M Santiago,0.00,interlocking,0.00,411.00,504.00,-0.18,22.10,11.00,14.70,23.60
2017-18,70581,BAYAMON,BAYAMON,Luis Pales Matos,0.00,superior,0.00,297.00,329.00,-0.10,39.70,1.40,51.40,42.50
2017-18,12385,BAYAMON,MOROVIS,Manuel Alonso Diaz Torres,0.00,elemental,1.00,179.00,160.00,0.12,55.00,49.00,33.00,89.00
2017-18,70870,BAYAMON,COROZAL,Manuel Bou Gali,0.00,intermedia,0.00,423.00,418.00,0.01,29.40,2.10,21.70,40.30
2017-18,71472,BAYAMON,TOA ALTA,Manuel Velilla,0.00,interlocking,0.00,329.00,317.00,0.04,46.80,31.20,61.00,61.30
2017-18,73890,BAYAMON,TOA ALTA,Maria C Osorio,0.00,elemental,0.00,581.00,594.00,-0.02,58.50,63.10,42.80,65.10
2017-18,70557,BAYAMON,BAYAMON,Maria E Bas de Vazquez,0.00,elemental,0.00,344.00,287.00,0.20,51.50,65.90,22.00,71.20
2017-18,73676,BAYAMON,BAYAMON,Maria E Rodriguez,0.00,intermedia,1.00,283.00,268.00,0.06,31.00,3.00,25.00,22.00
2017-18,74476,BAYAMON,TOA BAJA,Maria J Corredor Rivera,0.00,elemental,0.00,246.00,256.00,-0.04,56.60,72.90,40.60,63.40
2017-18,74039,BAYAMON,TOA BAJA,Maria Teresa Piñero,0.00,superior,0.00,420.00,380.00,0.11,33.00,1.10,33.00,31.80
2017-18,70367,BAYAMON,BAYAMON,Maria Vazquez de Umpierre,0.00,interlocking,0.00,450.00,406.00,0.11,34.30,22.00,22.70,42.10
2017-18,70573,BAYAMON,BAYAMON,Mariano Feliu Balseiro,0.00,intermedia,0.00,338.00,374.00,-0.10,33.70,1.90,20.50,28.00
2017-18,70250,BAYAMON,BAYAMON,Marta Velez de Fajardo,0.00,interlocking,0.00,663.00,608.00,0.09,52.50,44.80,55.30,58.40
2017-18,78832,BAYAMON,TOA BAJA,Martin Garcia Giusti,0.00,intermedia,0.00,328.00,332.00,-0.01,27.00,0.70,18.70,17.10
2017-18,73668,BAYAMON,CATAÑO,Mercedes Garcia de Colorado,0.00,intermedia,0.00,248.00,246.00,0.01,23.70,4.60,35.00,31.90
2017-18,71217,BAYAMON,NARANJITO,Mercedes Rosado,0.00,intermedia,0.00,496.00,493.00,0.01,31.80,4.20,24.70,20.60
2017-18,70615,BAYAMON,BAYAMON,Miguel de Cervantes Saavedra,0.00,superior,0.00,551.00,574.00,-0.04,23.10,1.50,30.80,22.30
2017-18,70276,BAYAMON,BAYAMON,Miguel Melendez Muñoz,0.00,superior,0.00,619.00,577.00,0.07,55.60,21.20,64.90,51.70
2017-18,17871,BAYAMON,OROCOVIS,Nelida Melendez Melendez,0.00,interlocking,0.00,470.00,333.00,0.41,69.00,68.60,74.00,56.40
2017-18,71381,BAYAMON,TOA ALTA,Nicolas Sevilla,0.00,superior,0.00,599.00,713.00,-0.16,29.20,0.00,24.00,45.70
2017-18,76257,BAYAMON,BAYAMON,Nueva Escuela Su Antonio Rivera,0.00,interlocking,0.00,195.00,208.00,-0.06,41.10,24.10,25.50,66.70
2017-18,77669,BAYAMON,COROZAL,Nueva Sup Departamento Vocacional,0.00,superior,0.00,345.00,266.00,0.30,66.00,41.50,42.50,73.60
2017-18,70805,BAYAMON,CATAÑO,Onofre Caralleira,0.00,intermedia,0.00,236.00,241.00,-0.02,16.00,2.70,7.80,11.90
2017-18,70201,BAYAMON,BAYAMON,Pablo Casals,0.00,interlocking,0.00,482.00,540.00,-0.11,67.60,5.70,65.00,60.90
2017-18,77552,BAYAMON,BAYAMON,Papa Juan XXIII,0.00,interlocking,0.00,467.00,491.00,-0.05,81.30,28.70,80.90,83.50
2017-18,73650,BAYAMON,BAYAMON,Pedro Casablanca,0.00,interlocking,0.00,211.00,162.00,0.30,12.00,0.00,8.50,20.00
2017-18,74179,BAYAMON,COROZAL,Porfirio Cruz Garcia,0.00,superior,1.00,193.00,193.00,0.00,48.00,,33.00,52.00
2017-18,70417,BAYAMON,BAYAMON,Rafael Colon Salgado,0.00,interlocking,0.00,481.00,245.00,0.96,38.70,34.40,31.00,50.50
2017-18,70763,BAYAMON,CATAÑO,Rafael Cordero,0.00,interlocking,0.00,424.00,476.00,-0.11,33.50,38.30,28.30,43.20
2017-18,70151,BAYAMON,BAYAMON,Rafael Hernandez,0.00,elemental,1.00,242.00,220.00,0.10,56.00,64.00,37.00,64.00
2017-18,70045,BAYAMON,BAYAMON,Ramon Morales Peña,0.00,elemental,0.00,418.00,367.00,0.14,58.10,59.70,68.10,86.80
2017-18,12336,BAYAMON,OROCOVIS,Ramon Torres Rivera,0.00,interlocking,0.00,156.00,175.00,-0.11,76.80,87.00,75.40,100.00
2017-18,70243,BAYAMON,BAYAMON,Rexville Elemental,0.00,elemental,0.00,444.00,411.00,0.08,54.60,53.00,42.70,65.10
2017-18,70268,BAYAMON,BAYAMON,Rexville Intermedia,0.00,intermedia,1.00,364.00,403.00,-0.10,24.00,2.00,21.00,17.00
2017-18,71308,BAYAMON,NARANJITO,Rosa Luz Zayas,0.00,elemental,0.00,165.00,142.00,0.16,59.20,64.80,38.00,80.00
2017-18,70797,BAYAMON,CATAÑO,Rosendo Matienzo Cintron,0.00,elemental,1.00,265.00,289.00,-0.08,38.00,30.00,23.00,54.00
2017-18,78857,BAYAMON,NARANJITO,Ruben Rodriguez Figueroa,0.00,superior,0.00,711.00,765.00,-0.07,65.30,11.00,58.00,59.00
2017-18,75234,BAYAMON,NARANJITO,Silvestre Martinez,0.00,elemental,0.00,324.00,300.00,0.08,81.40,89.00,89.00,76.90
2017-18,71340,BAYAMON,NARANJITO,Su Adolfo Garcia,0.00,interlocking,0.00,294.00,301.00,-0.02,30.80,19.00,18.40,37.30
2017-18,12708,BAYAMON,OROCOVIS,Su Ana Dalila Burgos Ortiz,0.00,interlocking,1.00,110.00,158.00,-0.30,69.00,69.00,77.00,70.00
2017-18,12518,BAYAMON,OROCOVIS,Su Bonifacio Alvarado,0.00,interlocking,0.00,195.00,190.00,0.03,70.00,62.50,59.20,84.10
2017-18,12716,BAYAMON,OROCOVIS,Su Botijas I,0.00,interlocking,0.00,166.00,186.00,-0.11,47.70,50.50,41.30,65.00
2017-18,70334,BAYAMON,BAYAMON,Su Cacique Majagua,0.00,interlocking,0.00,218.00,248.00,-0.12,40.90,21.40,24.00,57.70
2017-18,12419,BAYAMON,MOROVIS,Su David Colon Vega,0.00,interlocking,1.00,225.00,202.00,0.11,74.00,77.00,90.00,92.00
2017-18,71068,BAYAMON,COROZAL,Su Demetrio Rivera,0.00,interlocking,0.00,376.00,308.00,0.22,49.30,41.60,40.30,87.50
2017-18,12401,BAYAMON,MOROVIS,Su Jose R Barreras,0.00,interlocking,0.00,341.00,355.00,-0.04,50.00,18.60,26.20,55.10
2017-18,71035,BAYAMON,COROZAL,Su Julian Marrero,0.00,interlocking,0.00,442.00,398.00,0.11,33.10,33.20,34.50,20.00
2017-18,12666,BAYAMON,OROCOVIS,Su Matrullas,0.00,interlocking,0.00,144.00,146.00,-0.01,47.50,20.20,59.60,52.80
2017-18,71050,BAYAMON,COROZAL,Su Nicolas Rodriguez,0.00,interlocking,0.00,388.00,378.00,0.03,48.80,23.60,28.70,51.70
2017-18,71357,BAYAMON,NARANJITO,Su Pedro Fernandez,0.00,interlocking,0.00,351.00,372.00,-0.06,41.60,15.90,26.80,43.60
2017-18,12765,BAYAMON,OROCOVIS,Su Sanamuertos,0.00,interlocking,0.00,233.00,275.00,-0.15,69.30,44.00,62.00,100.00
2017-18,70623,BAYAMON,BAYAMON,Tomas C Ongay,0.00,superior,0.00,753.00,742.00,0.01,35.10,1.50,40.30,33.60
2017-18,77651,BAYAMON,TOA ALTA,Tomas Maso Rivera Morales,0.00,superior,0.00,547.00,343.00,0.59,29.30,0.80,28.50,25.00
2017-18,71365,BAYAMON,TOA ALTA,Vilanta Jimenez,0.00,elemental,0.00,369.00,333.00,0.11,69.10,71.80,69.80,100.00
2017-18,70011,BAYAMON,BAYAMON,Virgilio Davila,0.00,elemental,0.00,323.00,293.00,0.10,38.30,42.50,27.70,41.80
2017-18,12633,BAYAMON,OROCOVIS,Visitacion Pagan,0.00,elemental,0.00,221.00,188.00,0.18,61.30,71.70,61.30,100.00
2017-18,20578,CAGUAS,CAGUAS,Abelardo Diaz Morales,0.00,elemental,0.00,578.00,656.00,-0.12,37.70,32.10,24.20,44.40
2017-18,27714,CAGUAS,ARROYO,Adalberto Sanchez Morales,0.00,elemental,0.00,414.00,314.00,0.32,72.90,79.30,83.50,94.20
2017-18,26336,CAGUAS,GUAYAMA,Adela Brenes Texidor,0.00,interlocking,0.00,363.00,340.00,0.07,23.00,15.70,28.10,30.20
2017-18,21337,CAGUAS,CAYEY,Agustin Fernandez Colon,0.00,elemental,1.00,152.00,159.00,-0.04,56.00,74.00,55.00,80.00
2017-18,20065,CAGUAS,AGUAS BUENAS,Alfonso Lopez O'Neill,0.00,elemental,0.00,148.00,137.00,0.08,77.90,84.40,81.80,76.00
2017-18,20602,CAGUAS,CAGUAS,Amalia H Mangual,0.00,elemental,1.00,84.00,101.00,-0.17,79.00,72.00,59.00,91.00
2017-18,27979,CAGUAS,SALINAS,Ana Hernandez Usera,0.00,elemental,1.00,150.00,171.00,-0.12,65.00,90.00,69.00,100.00
2017-18,26013,CAGUAS,CIDRA,Ana J Candelas,0.00,superior,0.00,473.00,490.00,-0.03,43.20,6.50,38.80,44.60
2017-18,26492,CAGUAS,CAGUAS,Antonio Donminguez Nieves,0.00,interlocking,0.00,296.00,186.00,0.59,17.90,1.30,8.60,10.90
2017-18,20776,CAGUAS,CAGUAS,Antonio S Pedreira (Pre-Tec),0.00,intermedia,0.00,432.00,439.00,-0.02,48.70,16.50,31.70,29.50
2017-18,21097,CAGUAS,CAYEY,Benigno Carrion,0.00,elemental,0.00,330.00,240.00,0.38,56.70,80.00,66.10,71.70
2017-18,21089,CAGUAS,CAYEY,Benigno Fernandez Garcia,0.00,intermedia,0.00,483.00,354.00,0.36,43.40,9.00,37.30,40.20
2017-18,20685,CAGUAS,CAGUAS,Benita Gonzalez Quiñones,0.00,elemental,0.00,212.00,198.00,0.07,28.10,42.70,34.80,54.80
2017-18,21105,CAGUAS,CAYEY,Benjamin Harrison,0.00,superior,0.00,763.00,836.00,-0.09,33.60,1.40,36.80,37.30
2017-18,27565,CAGUAS,AIBONITO,Bonifacio Sanchez Jimenez,0.00,superior,0.00,422.00,406.00,0.04,59.90,29.30,65.30,72.70
2017-18,20388,CAGUAS,BARRANQUITAS,Cañabon Abajo,0.00,elemental,1.00,90.00,108.00,-0.17,100.00,100.00,100.00,100.00
2017-18,20180,CAGUAS,AGUAS BUENAS,Carmen D Ortiz Ortiz (Su Sumidero),0.00,interlocking,0.00,463.00,485.00,-0.05,41.40,22.70,25.40,56.00
2017-18,24695,CAGUAS,ARROYO,Cayetano Sanchez,0.00,elemental,1.00,120.00,141.00,-0.15,46.00,49.00,41.00,32.00
2017-18,23887,CAGUAS,CAYEY,Centro Adiestramiento Vocacional,0.00,especializada,0.00,128.00,117.00,0.09,0.00,0.00,0.00,0.00
2017-18,23259,CAGUAS,CAGUAS,Charles E Miner,0.00,elemental,0.00,238.00,134.00,0.78,49.50,55.20,19.60,25.00
2017-18,20727,CAGUAS,CAGUAS,Cipriano Manrique,0.00,elemental,0.00,209.00,234.00,-0.11,86.70,88.80,67.30,93.80
2017-18,28100,CAGUAS,COMERIO,Claudio Ferrer Cotto,0.00,elemental,0.00,175.00,224.00,-0.22,37.80,31.70,12.50,67.90
2017-18,21493,CAGUAS,CIDRA,Clemencia Melendez,0.00,interlocking,0.00,342.00,346.00,-0.01,32.70,20.00,24.20,36.50
2017-18,23143,CAGUAS,CAGUAS,Concepcion Mendez Cano,0.00,elemental,0.00,209.00,209.00,0.00,24.40,26.50,13.30,35.50
2017-18,21386,CAGUAS,CAYEY,Consuelo Lopez Benet,0.00,elemental,1.00,142.00,152.00,-0.07,90.00,95.00,80.00,100.00
2017-18,52886,CAGUAS,SALINAS,Coqui (Intermedia),0.00,intermedia,0.00,163.00,161.00,0.01,41.20,14.50,45.80,35.10
2017-18,21964,CAGUAS,GURABO,Daniel Diaz Santana (Jaguas),0.00,elemental,1.00,119.00,147.00,-0.19,54.00,65.00,27.00,62.00
2017-18,20735,CAGUAS,CAGUAS,Diego Vazquez,0.00,interlocking,0.00,165.00,198.00,-0.17,72.60,82.10,76.80,100.00
2017-18,26153,CAGUAS,ARROYO,Dolores Gonzalez,0.00,elemental,0.00,101.00,144.00,-0.30,56.30,79.20,60.40,62.50
2017-18,20362,CAGUAS,AIBONITO,Dr Jose N Gandara,0.00,superior,0.00,594.00,567.00,0.05,53.20,29.80,40.90,69.10
2017-18,20818,CAGUAS,CAGUAS,Dr Juan Jose Osuna,0.00,superior,0.00,377.00,404.00,-0.07,21.90,1.40,37.00,22.20
2017-18,27540,CAGUAS,AGUAS BUENAS,Dr Pedro Albizu Campos,0.00,intermedia,0.00,430.00,430.00,0.00,36.30,4.90,26.10,49.20
2017-18,24810,CAGUAS,GUAYAMA,Dr Rafael Lopez Landron,0.00,superior,0.00,391.00,373.00,0.05,28.20,1.30,30.80,25.30
2017-18,25627,CAGUAS,CAYEY,Dr Ramon Emeterio Betances,0.00,intermedia,0.00,500.00,295.00,0.69,40.10,26.50,31.90,41.20
2017-18,28076,CAGUAS,AIBONITO,Dra Carmendelia Colon Martinez,0.00,interlocking,0.00,393.00,299.00,0.31,50.90,46.80,62.00,69.60
2017-18,26773,CAGUAS,GURABO,Dra Conchita Cuevas,0.00,superior,0.00,549.00,734.00,-0.25,29.40,6.90,40.60,55.00
2017-18,28563,CAGUAS,GUAYAMA,Dra Maria Socorro Lacor,0.00,superior,0.00,1152.00,1191.00,-0.03,43.50,25.10,61.50,61.60
2017-18,21576,CAGUAS,CIDRA,Educacion Bilingue Luis Muñoz Iglesias,0.00,interlocking,0.00,402.00,371.00,0.08,84.40,94.50,96.00,93.80
2017-18,20412,CAGUAS,BARRANQUITAS,El Farallon,0.00,elemental,0.00,178.00,166.00,0.07,60.90,54.70,26.60,81.80
2017-18,25601,CAGUAS,CAGUAS,Eloisa Pascual,0.00,superior,0.00,490.00,444.00,0.10,38.10,0.00,44.80,40.60
2017-18,21188,CAGUAS,CAYEY,Emerita Leon Elemental,0.00,elemental,0.00,326.00,352.00,-0.07,60.00,61.30,48.70,67.30
2017-18,28555,CAGUAS,CIDRA,Ernesto Vicente Carattini,0.00,elemental,0.00,216.00,225.00,-0.04,53.80,43.80,33.10,57.50
2017-18,21832,CAGUAS,COMERIO,Esc Especializada de Beisball-Manuel Cruz Maceira,0.00,superior,0.00,95.00,65.00,0.46,23.10,58.30,8.30,33.30
2017-18,22772,CAGUAS,CAYEY,Especializada de Bellas Artes,0.00,interlocking,0.00,252.00,238.00,0.06,83.50,20.20,72.50,74.40
2017-18,57281,CAGUAS,SALINAS,Eugenio Guera Cruz,0.00,interlocking,0.00,324.00,315.00,0.03,48.30,3.40,46.60,53.50
2017-18,20552,CAGUAS,BARRANQUITAS,Federico Degetau,0.00,interlocking,0.00,420.00,448.00,-0.06,50.20,28.90,36.80,59.80
2017-18,27599,CAGUAS,AIBONITO,Federico Degetau II,0.00,elemental,0.00,329.00,275.00,0.20,44.20,51.30,39.20,47.70
2017-18,25619,CAGUAS,CAGUAS,Felipe Rivera Centeno,0.00,intermedia,0.00,449.00,391.00,0.15,41.10,2.50,32.00,28.80
2017-18,52795,CAGUAS,SALINAS,Felix Garay Ortiz,0.00,elemental,0.00,195.00,215.00,-0.09,92.60,96.30,95.10,66.70
2017-18,21113,CAGUAS,CAYEY,Felix Lucas Benet,0.00,elemental,1.00,101.00,118.00,-0.14,39.00,49.00,32.00,14.00
2017-18,27318,CAGUAS,GUAYAMA,Francisco Garcia Boyrie,0.00,interlocking,0.00,387.00,298.00,0.30,24.40,8.50,20.80,29.60
2017-18,52829,CAGUAS,SALINAS,Francisco Mariano Quiñones,0.00,elemental,1.00,159.00,166.00,-0.04,81.00,80.00,61.00,76.00
2017-18,21006,CAGUAS,CAGUAS,Francisco Valdes Rola,0.00,elemental,0.00,145.00,142.00,0.02,62.30,47.50,23.00,92.00
2017-18,24786,CAGUAS,GUAYAMA,Genaro Cautiño,0.00,interlocking,0.00,365.00,375.00,-0.03,87.10,67.90,88.00,96.40
2017-18,23598,CAGUAS,CAGUAS,Gerardo Selles Sola,0.00,interlocking,0.00,318.00,330.00,-0.04,76.70,9.50,68.60,60.60
2017-18,52837,CAGUAS,SALINAS,Guillermo Gonzalez,0.00,elemental,1.00,121.00,114.00,0.06,53.00,77.00,68.00,100.00
2017-18,21949,CAGUAS,GURABO,Hato Nuevo,0.00,elemental,1.00,213.00,247.00,-0.14,62.00,77.00,62.00,53.00
2017-18,23119,CAGUAS,CAGUAS,Haydee Caballero,0.00,intermedia,0.00,336.00,305.00,0.10,20.60,2.90,21.50,29.10
2017-18,21733,CAGUAS,COMERIO,Herminio Sierra,0.00,elemental,1.00,79.00,94.00,-0.16,100.00,100.00,88.00,100.00
2017-18,23655,CAGUAS,COMERIO,Ines Maria Mendoza,0.00,elemental,0.00,239.00,202.00,0.18,83.80,63.30,48.50,73.50
2017-18,27078,CAGUAS,CAGUAS,Ines Maria Mendoza,0.00,elemental,0.00,221.00,261.00,-0.15,57.60,60.60,42.40,60.00
2017-18,20479,CAGUAS,BARRANQUITAS,Inocencio Cintron Zayas,0.00,elemental,0.00,127.00,96.00,0.32,96.70,93.30,93.30,95.20
2017-18,28456,CAGUAS,BARRANQUITAS,Intermedia Bo Quebradillas,0.00,intermedia,0.00,329.00,357.00,-0.08,61.40,37.70,66.00,77.50
2017-18,23150,CAGUAS,CAGUAS,Jardines de Caguas,0.00,especializada,1.00,54.00,51.00,0.06,60.00,80.00,20.00,20.00
2017-18,20784,CAGUAS,CAGUAS,Jesus T Piñero,0.00,elemental,0.00,118.00,197.00,-0.40,37.50,57.40,25.00,66.70
2017-18,21550,CAGUAS,CIDRA,Jesus T Piñero,0.00,interlocking,0.00,447.00,422.00,0.06,76.30,72.80,68.10,90.30
2017-18,21071,CAGUAS,CAGUAS,John F Kennedy,0.00,intermedia,1.00,193.00,239.00,-0.19,37.00,11.00,27.00,46.00
2017-18,24778,CAGUAS,GUAYAMA,Jorge Washington II,0.00,elemental,1.00,184.00,210.00,-0.12,78.00,90.00,90.00,100.00
2017-18,20396,CAGUAS,BARRANQUITAS,Jose Colon Gonzalez,0.00,elemental,0.00,396.00,340.00,0.16,90.50,82.60,95.80,96.80
2017-18,24679,CAGUAS,ARROYO,Jose de Choudens,0.00,interlocking,1.00,357.00,182.00,0.96,87.00,98.00,96.00,95.00
2017-18,20800,CAGUAS,CAGUAS,Jose Gautier Benitez,0.00,superior,0.00,491.00,547.00,-0.10,25.90,0.00,29.10,32.50
2017-18,21303,CAGUAS,CAYEY,Jose Gualberto Padilla,0.00,elemental,1.00,53.00,54.00,-0.02,95.00,95.00,100.00,100.00
2017-18,24752,CAGUAS,ARROYO,Jose Horacio Cora,0.00,intermedia,0.00,292.00,342.00,-0.15,33.20,5.00,29.10,53.10
2017-18,24661,CAGUAS,ARROYO,Jose M Massari,0.00,interlocking,0.00,217.00,100.00,1.17,36.90,15.90,30.10,39.60
2017-18,20719,CAGUAS,CAGUAS,Jose Mercado,0.00,interlocking,0.00,215.00,243.00,-0.12,76.30,42.10,77.20,87.80
2017-18,24992,CAGUAS,GUAYAMA,Jose Muñoz Vazquez,0.00,elemental,1.00,110.00,170.00,-0.35,56.00,53.00,31.00,43.00
2017-18,52894,CAGUAS,SALINAS,Jose Padin,0.00,elemental,0.00,137.00,140.00,-0.02,97.10,98.60,92.90,100.00
2017-18,20826,CAGUAS,CAGUAS,Juan Navarro,0.00,elemental,1.00,108.00,111.00,-0.03,58.00,38.00,56.00,100.00
2017-18,21725,CAGUAS,COMERIO,Juan Zamora,0.00,elemental,1.00,155.00,176.00,-0.12,,,,
2017-18,21758,CAGUAS,COMERIO,Juana Colon,0.00,superior,0.00,488.00,475.00,0.03,36.20,10.00,4.60,44.10
2017-18,23515,CAGUAS,CAGUAS,Justina Vazquez Mendoza,0.00,elemental,0.00,216.00,172.00,0.26,64.30,67.00,52.90,73.00
2017-18,20461,CAGUAS,BARRANQUITAS,La Vega (Stephen S Huse),0.00,elemental,1.00,112.00,127.00,-0.12,76.00,92.00,79.00,100.00
2017-18,52761,CAGUAS,SALINAS,Las Mareas,0.00,elemental,0.00,132.00,104.00,0.27,44.60,48.20,57.10,70.80
2017-18,24802,CAGUAS,GUAYAMA,Luis A Rivera,0.00,intermedia,1.00,268.00,284.00,-0.06,26.00,1.00,22.00,29.00
2017-18,20891,CAGUAS,CAGUAS,Luis Muñoz Grillo,0.00,elemental,1.00,159.00,146.00,0.09,51.00,66.00,46.00,65.00
2017-18,23507,CAGUAS,CAGUAS,Luis Muñoz Marin,0.00,elemental,1.00,155.00,126.00,0.23,45.00,58.00,42.00,50.00
2017-18,25783,CAGUAS,AGUAS BUENAS,Luis Muñoz Marin,0.00,elemental,0.00,321.00,319.00,0.01,26.10,27.70,17.60,22.00
2017-18,26005,CAGUAS,COMERIO,Luis Muñoz Marin,0.00,intermedia,0.00,243.00,281.00,-0.14,599.00,35.70,27.40,32.80
2017-18,26021,CAGUAS,BARRANQUITAS,Luis Muñoz Marin,0.00,superior,0.00,567.00,588.00,-0.04,66.10,51.30,77.40,77.40
2017-18,20834,CAGUAS,CAGUAS,Luis Muñoz Rivera,0.00,elemental,0.00,282.00,198.00,0.42,51.50,64.90,29.90,47.40
2017-18,20909,CAGUAS,CAGUAS,Luis Ramos Gonzalez,0.00,intermedia,0.00,339.00,258.00,0.31,22.40,3.30,28.50,33.30
2017-18,20107,CAGUAS,AGUAS BUENAS,Luis T Baliñas,0.00,elemental,1.00,282.00,270.00,0.04,23.00,19.00,8.00,28.00
2017-18,21055,CAGUAS,CAGUAS,Manuela Toro Morice,0.00,superior,0.00,951.00,977.00,-0.03,30.60,0.90,34.60,37.00
2017-18,24968,CAGUAS,GUAYAMA,Marcela Garcia Cora,0.00,elemental,1.00,106.00,114.00,-0.07,86.00,86.00,69.00,95.00
2017-18,22053,CAGUAS,GURABO,Margarita Rivera de Janer,0.00,elemental,0.00,493.00,403.00,0.22,40.00,53.60,43.50,623.00
2017-18,21782,CAGUAS,COMERIO,Maria C Huertas,0.00,elemental,1.00,78.00,84.00,-0.07,83.00,93.00,91.00,
2017-18,22012,CAGUAS,GURABO,Matias Gonzales Garcia,0.00,intermedia,0.00,492.00,494.00,0.00,32.80,4.00,22.10,17.80
2017-18,23218,CAGUAS,CAYEY,Miguel Melendez Muñoz,0.00,elemental,1.00,281.00,324.00,-0.13,56.00,68.00,46.00,95.00
2017-18,23531,CAGUAS,CAYEY,Miguel Melendez Muñoz,0.00,superior,0.00,738.00,762.00,-0.03,46.50,38.50,66.00,69.50
